Date,Close
3/3/2015,67.82
3/4/2015,67.11
3/5/2015,66.81
3/6/2015,64.87
3/9/2015,63.66
3/10/2015,62.15
3/11/2015,62.88
3/12/2015,64.05
3/13/2015,62.63
3/16/2015,60.28
3/17/2015,59.79
3/18/2015,60.45
3/19/2015,60.74
3/20/2015,61.19
3/23/2015,60.71
3/24/2015,62.61
3/25/2015,60.25
3/26/2015,59.75
3/27/2015,59.25
3/30/2015,60.37
3/31/2015,59.53
4/1/2015,59.02
4/2/2015,59.15
4/6/2015,60.33
4/7/2015,60.49
4/8/2015,63.05
4/9/2015,62.79
4/10/2015,64.94
4/13/2015,67.81
4/14/2015,68.39
4/15/2015,67.92
4/16/2015,80.29
4/17/2015,81.65
4/20/2015,81.06
4/21/2015,80.06
4/22/2015,79.67
4/23/2015,79.87
4/24/2015,79.77
4/27/2015,80.87
4/28/2015,80.44
4/29/2015,80.41
4/30/2015,79.5
5/1/2015,79.58
5/4/2015,79.27
5/5/2015,80.79
5/6/2015,80.08
5/7/2015,80.75
5/8/2015,82.09
5/11/2015,84.28
5/12/2015,83.38
5/13/2015,82.87
5/14/2015,83.84
5/15/2015,87.61
5/18/2015,88.27
5/19/2015,88.07
5/20/2015,88.79
5/21/2015,89
5/22/2015,88.84
5/26/2015,87.99
5/27/2015,89.86
5/28/2015,89.51
5/29/2015,89.15
6/1/2015,89
6/2/2015,89.13
6/3/2015,88.81
6/4/2015,89.35
6/5/2015,90.46
6/8/2015,89.6
6/9/2015,92.45
6/10/2015,95.87
6/11/2015,95.09
6/12/2015,94.42
6/15/2015,93.43
6/16/2015,95.27
6/17/2015,94.27
6/18/2015,94.74
6/19/2015,93.87
6/22/2015,96.41
6/23/2015,97.31
6/24/2015,96.94
6/25/2015,94.89
6/26/2015,93.09
6/29/2015,92.23
6/30/2015,93.85
7/1/2015,93.64
7/2/2015,94.04
7/6/2015,94.57
7/7/2015,94.09
7/8/2015,93.51
7/9/2015,95.73
7/10/2015,97.23
7/13/2015,101.09
7/14/2015,100.37
7/15/2015,98.13
7/16/2015,115.81
7/17/2015,114.77
7/20/2015,110.55
7/21/2015,112.51
7/22/2015,111.5
7/23/2015,110.1
7/24/2015,109.34
7/27/2015,106.43
7/28/2015,106.9
7/29/2015,107.08
7/30/2015,111.56
7/31/2015,114.31
8/3/2015,112.56
8/4/2015,121.15
8/5/2015,123.71
8/6/2015,126.45
8/7/2015,123.52
8/10/2015,123.03
8/11/2015,122.74
8/12/2015,120.51
8/13/2015,123.73
8/14/2015,123.39
8/17/2015,125.36
8/18/2015,124.05
8/19/2015,122.06
8/20/2015,112.49
8/21/2015,103.96
8/24/2015,96.88
8/25/2015,101.52
8/26/2015,110.13
8/27/2015,117.66
8/28/2015,117.63
8/31/2015,115.03
